date,size_sqm,bedrooms,bathrooms,age,location,price
2108-03-25,84,4,2,29,Suburban,3274641
2108-04-01,91,1,1,12,Rural,3079000
2108-04-08,79,1,2,2,Suburban,3007223
2108-04-15,72,1,2,27,Suburban,2974650
2108-04-22,132,4,2,19,Urban,3572627
2108-04-29,113,4,2,28,Suburban,3468156
2108-05-06,131,2,2,12,Suburban,3629932
2108-05-13,140,3,1,22,Urban,3613735
2108-05-20,127,4,1,22,Rural,3430197
2108-05-27,139,1,2,18,Rural,3595012
2108-06-03,117,3,1,15,Suburban,3436732
2108-06-10,84,4,1,3,Urban,3300213
2108-06-17,151,3,2,2,Rural,3788913
2108-06-24,102,2,1,14,Urban,3350158
2108-07-01,91,4,1,14,Suburban,3344025
2108-07-08,114,1,2,17,Urban,3440021
2108-07-15,92,1,1,21,Suburban,3064194
2108-07-22,107,2,2,6,Rural,3271282
2108-07-29,130,2,2,19,Rural,3559058
2108-08-05,130,2,1,4,Rural,3461913
2108-08-12,93,2,2,7,Rural,3195867
2108-08-19,105,2,1,24,Urban,3268857
2108-08-26,152,4,1,22,Urban,3792252
2108-09-02,134,4,2,9,Urban,3707534
2108-09-09,182,3,1,29,Suburban,3912626
2108-09-16,155,2,1,0,Rural,3659345
2108-09-23,154,1,1,10,Rural,3650433
2108-09-30,78,1,1,29,Rural,2948616
2108-10-07,142,2,1,2,Urban,3645184
2108-10-14,118,2,1,26,Urban,3326686
2108-10-21,103,2,1,20,Rural,3355410
2108-10-28,125,2,2,2,Suburban,3588091
2108-11-04,148,2,1,14,Urban,3676759
2108-11-11,135,1,2,16,Rural,3459045
2108-11-18,93,3,2,17,Rural,3267044
2108-11-25,142,2,1,7,Rural,3598173
2108-12-02,100,2,2,22,Suburban,3239701
2108-12-09,126,2,2,12,Rural,3364473
2108-12-16,110,4,2,9,Urban,3514196
2108-12-23,113,1,1,2,Suburban,3290831
2108-12-30,142,1,2,19,Suburban,3606068
2109-01-06,88,3,2,13,Rural,3246904
2109-01-13,178,4,2,12,Urban,4031839
2109-01-20,65,4,2,2,Urban,3170270
2109-01-27,102,4,2,12,Rural,3491652
2109-02-03,131,3,2,19,Rural,3610756
2109-02-10,137,3,1,23,Urban,3629887
2109-02-17,116,3,2,24,Suburban,3597597
2109-02-24,118,4,2,22,Suburban,3493653
2109-03-03,132,1,1,8,Rural,3433365
2109-03-10,113,4,1,29,Rural,3424974
2109-03-17,161,3,2,24,Urban,3798449
2109-03-24,145,4,2,15,Urban,3905015
2109-03-31,146,2,1,22,Urban,3689157
2109-04-07,91,4,2,22,Urban,3331002
2109-04-14,117,4,2,7,Rural,3561389
2109-04-21,110,1,1,11,Rural,3302802
2109-04-28,89,1,2,25,Urban,3184767
2109-05-05,130,1,1,27,Rural,3364074
2109-05-12,103,2,2,11,Rural,3249189
2109-05-19,139,1,2,18,Urban,3724840
2109-05-26,87,2,1,23,Suburban,3112363
2109-06-02,171,3,1,16,Suburban,4001398
2109-06-09,93,1,2,28,Urban,3186762
2109-06-16,126,4,2,14,Suburban,3681001
2109-06-23,143,4,2,21,Rural,3747271
2109-06-30,102,2,1,17,Suburban,3347770
2109-07-07,145,1,1,6,Urban,3697600
2109-07-14,83,4,1,12,Urban,3222921
2109-07-21,163,3,1,18,Suburban,3818182
2109-07-28,120,1,1,15,Suburban,3346097
2109-08-04,102,3,1,10,Rural,3350465
2109-08-11,111,4,2,25,Suburban,3437332
2109-08-18,144,1,1,4,Suburban,3530947
2109-08-25,102,2,1,25,Suburban,3290626
2109-09-01,97,4,1,1,Rural,3260546
2109-09-08,113,3,1,0,Suburban,3504436
2109-09-15,84,1,2,15,Rural,3057118
2109-09-22,174,3,1,4,Rural,3890471
2109-09-29,103,3,2,24,Urban,3310979
2109-10-06,144,2,1,24,Urban,3756005
2109-10-13,126,2,2,6,Rural,3452854
2109-10-20,90,4,1,29,Rural,3244299
2109-10-27,119,2,1,8,Rural,3347413
2109-11-03,143,2,1,3,Urban,3667716
2109-11-10,114,4,1,18,Rural,3565591
2109-11-17,155,4,2,26,Urban,3905373
2109-11-24,150,4,2,19,Urban,3828818
2109-12-01,147,4,1,14,Rural,3749791
2109-12-08,106,3,1,6,Rural,3361972
2109-12-15,87,3,2,23,Rural,3229878
2109-12-22,101,4,2,17,Urban,3516193
2109-12-29,125,4,2,4,Suburban,3650945
2110-01-05,136,1,1,20,Rural,3514999
2110-01-12,54,1,2,28,Suburban,2914324
2110-01-19,119,1,1,24,Suburban,3384692
2110-01-26,124,2,1,28,Suburban,3446703
2110-02-02,111,3,2,28,Suburban,3433740
2110-02-09,158,3,1,12,Suburban,3873459
2110-02-16,132,1,1,2,Urban,3620120
2110-02-23,159,1,2,27,Urban,3720610
2110-03-02,113,3,1,5,Urban,3510950
2110-03-09,148,2,2,25,Suburban,3676853
2110-03-16,169,1,2,11,Urban,3930997
2110-03-23,159,4,2,20,Rural,3849939
2110-03-30,87,1,1,17,Suburban,3274046
2110-04-06,112,3,2,17,Rural,3465394
2110-04-13,109,3,2,3,Suburban,3558099
2110-04-20,134,1,1,27,Suburban,3470769
2110-04-27,140,1,1,19,Suburban,3586586
2110-05-04,94,4,2,22,Suburban,3423308
2110-05-11,122,4,1,13,Rural,3513334
2110-05-18,59,2,1,27,Suburban,2974517
2110-05-25,163,2,1,13,Suburban,3886592
2110-06-01,104,4,1,0,Urban,3502127
2110-06-08,121,2,1,10,Suburban,3462412
2110-06-15,110,2,2,21,Suburban,3515647
2110-06-22,154,1,2,26,Suburban,3659412
2110-06-29,34,4,2,28,Suburban,2912294
2110-07-06,119,1,1,8,Suburban,3409586
2110-07-13,116,1,1,17,Suburban,3356658
2110-07-20,106,2,2,27,Rural,3381082
2110-07-27,171,1,2,4,Rural,3850223
2110-08-03,93,3,2,9,Suburban,3387294
2110-08-10,143,2,1,14,Rural,3524742
2110-08-17,130,3,2,26,Urban,3685155
2110-08-24,157,2,1,9,Urban,3794470
2110-08-31,99,1,2,15,Suburban,3211057
2110-09-07,98,2,2,3,Suburban,3465736
2110-09-14,152,3,1,3,Rural,3814050
2110-09-21,132,2,1,7,Urban,3647863
2110-09-28,73,3,2,29,Suburban,3233470
2110-10-05,103,4,2,5,Urban,3551878
2110-10-12,131,1,2,22,Rural,3470069
2110-10-19,145,3,1,10,Suburban,3747751
2110-10-26,99,4,1,27,Suburban,3371081
2110-11-02,32,1,2,24,Suburban,2730482
2110-11-09,135,4,2,12,Urban,3721114
2110-11-16,83,3,2,18,Rural,3187998
2110-11-23,59,1,1,10,Urban,3045729
2110-11-30,35,4,2,1,Urban,3024103
2110-12-07,144,3,2,2,Suburban,3772849
2110-12-14,123,4,1,14,Rural,3535098
2110-12-21,113,1,2,23,Rural,3348730
2110-12-28,161,1,2,12,Suburban,3731307
2111-01-04,139,1,1,24,Rural,3552331
2111-01-11,168,3,1,9,Suburban,3995773
2111-01-18,78,4,2,4,Suburban,3437348
2111-01-25,118,4,1,23,Rural,3476337
2111-02-01,71,3,1,29,Rural,3139190
2111-02-08,113,1,1,10,Rural,3333139
2111-02-15,112,2,1,22,Rural,3330577
2111-02-22,138,1,1,27,Urban,3549055
2111-03-01,121,2,1,13,Suburban,3525036
2111-03-08,138,1,1,27,Suburban,3529960
2111-03-15,141,3,2,28,Suburban,3698657
2111-03-22,184,2,1,24,Suburban,3979479
2111-03-29,110,3,1,19,Urban,3463001
2111-04-05,91,2,1,14,Rural,3197870
2111-04-12,127,4,1,12,Rural,3509542
2111-04-19,95,2,2,25,Rural,3283847
2111-04-26,164,2,2,2,Suburban,3921383
2111-05-03,111,2,1,8,Urban,3442632
2111-05-10,103,4,2,7,Urban,3569019
2111-05-17,105,3,2,14,Rural,3503345
2111-05-24,141,4,2,22,Suburban,3797178
2111-05-31,115,2,2,0,Rural,3559012
2111-06-07,100,1,2,1,Suburban,3472906
2111-06-14,169,4,1,8,Rural,4106026
2111-06-21,94,1,1,20,Rural,3146588
2111-06-28,121,4,1,16,Urban,3591346
2111-07-05,139,4,2,8,Suburban,3788778
2111-07-12,71,2,1,0,Urban,3189935
2111-07-19,134,3,2,7,Urban,3833332
2111-07-26,88,3,1,4,Rural,3323862
2111-08-02,144,2,1,29,Suburban,3620835
2111-08-09,91,4,1,10,Suburban,3364917
2111-08-16,140,3,1,27,Rural,3661899
2111-08-23,153,3,2,5,Rural,3768042
2111-08-30,145,3,1,16,Rural,3727683
2111-09-06,127,2,1,17,Suburban,3512078
2111-09-13,113,1,2,22,Rural,3307463
2111-09-20,102,1,2,17,Rural,3265150
2111-09-27,164,1,1,4,Urban,3895551
2111-10-04,99,1,1,26,Rural,3261705
2111-10-11,88,1,2,24,Rural,3192832
2111-10-18,139,3,2,4,Suburban,3826080
2111-10-25,96,3,1,27,Rural,3361279
2111-11-01,91,4,2,18,Suburban,3425719
2111-11-08,76,3,2,26,Urban,3263319
2111-11-15,105,2,1,12,Urban,3446977
2111-11-22,117,4,1,21,Suburban,3581617
2111-11-29,127,3,1,6,Rural,3500782
2111-12-06,148,4,2,25,Suburban,3916774
2111-12-13,135,4,1,13,Rural,3730376
2111-12-20,114,1,1,26,Rural,3306183
2111-12-27,114,4,1,25,Rural,3590890
2112-01-03,135,3,2,26,Suburban,3676501
2112-01-10,158,1,1,7,Urban,3823111
2112-01-17,123,3,1,2,Suburban,3680178
2112-01-24,105,1,2,26,Rural,3338506
2112-01-31,90,3,2,3,Suburban,3460768
2112-02-07,76,1,1,9,Urban,3152894
2112-02-14,139,1,1,3,Suburban,3741558
2112-02-21,137,2,1,17,Urban,3654609
2112-02-28,137,3,2,22,Urban,3829881
2112-03-06,116,4,1,11,Rural,3455244
2112-03-13,162,1,1,19,Urban,3785990
2112-03-20,105,3,2,19,Suburban,3500398
2112-03-27,148,1,2,14,Suburban,3719977
2112-04-03,118,2,1,12,Rural,3480762
2112-04-10,101,2,2,11,Suburban,3423082
2112-04-17,137,2,1,7,Rural,3587954
2112-04-24,132,2,1,21,Suburban,3564203
2112-05-01,130,4,2,21,Suburban,3746106
2112-05-08,122,4,2,26,Urban,3657683
2112-05-15,118,1,2,8,Urban,3612551
2112-05-22,191,3,2,19,Urban,4198402
2112-05-29,155,2,1,8,Suburban,3868437
2112-06-05,141,2,2,16,Rural,3717142
2112-06-12,123,4,2,26,Rural,3601441
2112-06-19,150,4,1,24,Rural,3722983
2112-06-26,135,2,1,0,Urban,3779747
2112-07-03,120,3,1,22,Suburban,3528054
2112-07-10,110,1,2,5,Urban,3471312
2112-07-17,117,1,1,6,Suburban,3478457
2112-07-24,24,1,2,8,Suburban,2765949
2112-07-31,126,1,2,9,Suburban,3631097
2112-08-07,105,3,2,3,Urban,3557791
2112-08-14,167,3,2,15,Suburban,3993632
2112-08-21,120,3,1,11,Urban,3683422
2112-08-28,84,4,1,8,Urban,3431032
2112-09-04,118,2,1,2,Suburban,3518721
2112-09-11,88,3,1,25,Suburban,3262642
2112-09-18,134,1,1,26,Suburban,3545315
2112-09-25,128,3,2,26,Urban,3696539
2112-10-02,148,2,2,8,Suburban,3753197
2112-10-09,96,4,2,28,Suburban,3464537
2112-10-16,121,1,2,16,Rural,3488040
2112-10-23,79,4,1,13,Rural,3157874
2112-10-30,141,3,2,4,Rural,3709191
2112-11-06,135,1,2,25,Suburban,3485712
2112-11-13,134,1,2,20,Urban,3645304
2112-11-20,120,3,2,0,Rural,3674700
2112-11-27,132,3,2,0,Urban,3692967
2112-12-04,168,2,2,2,Rural,3885885
2112-12-11,111,3,1,8,Rural,3496313
2112-12-18,124,3,1,22,Urban,3597812
2112-12-25,87,3,2,5,Rural,3296066
2113-01-01,93,1,2,8,Urban,3389079
2113-01-08,122,2,2,3,Suburban,3599755
2113-01-15,153,1,2,19,Suburban,3716663
2113-01-22,112,3,2,18,Urban,3491114
2113-01-29,112,2,1,4,Urban,3654420
2113-02-05,107,3,1,4,Suburban,3580915
2113-02-12,103,1,2,27,Urban,3384418
2113-02-19,128,1,1,13,Suburban,3579892
2113-02-26,75,3,2,9,Suburban,3265573
2113-03-05,158,2,2,22,Urban,3934022
2113-03-12,100,1,1,15,Rural,3266289
2113-03-19,141,3,1,22,Urban,3766341
2113-03-26,81,4,1,5,Suburban,3390770
2113-04-02,140,3,1,19,Rural,3795192
2113-04-09,140,3,2,22,Rural,3784070
2113-04-16,131,2,1,13,Suburban,3715195
2113-04-23,90,3,1,17,Rural,3312379
2113-04-30,127,4,1,28,Rural,3621349
2113-05-07,84,3,2,27,Urban,3264080
2113-05-14,112,4,2,8,Suburban,3647109
2113-05-21,150,1,2,6,Rural,3780952
2113-05-28,143,3,1,17,Suburban,3779499
2113-06-04,120,2,1,9,Urban,3568164
2113-06-11,90,3,1,1,Urban,3495670
2113-06-18,139,4,2,12,Urban,3915590
2113-06-25,120,4,1,5,Rural,3712141
2113-07-02,50,2,1,26,Urban,2967321
2113-07-09,143,4,2,22,Suburban,3832088
2113-07-16,119,3,1,8,Urban,3714158
2113-07-23,156,4,1,19,Rural,3906132
2113-07-30,87,3,1,7,Urban,3372544
2113-08-06,24,3,1,29,Rural,2758524
2113-08-13,128,4,2,9,Suburban,3775445
2113-08-20,128,2,2,15,Urban,3744647
2113-08-27,69,1,2,14,Urban,3166974
2113-09-03,90,2,1,12,Suburban,3377026
2113-09-10,202,1,1,17,Suburban,4197368
2113-09-17,110,2,2,5,Rural,3458583
2113-09-24,141,3,1,19,Urban,3769043
2113-10-01,100,3,2,23,Urban,3484986
2113-10-08,57,4,2,8,Urban,3177158
2113-10-15,114,1,1,17,Urban,3476793
2113-10-22,112,1,2,6,Suburban,3584671
2113-10-29,108,4,2,22,Urban,3623930
2113-11-05,116,2,2,23,Urban,3549677
2113-11-12,127,4,2,28,Urban,3862287
2113-11-19,115,2,2,4,Rural,3502469
2113-11-26,82,4,2,10,Rural,3325405
2113-12-03,134,1,1,12,Rural,3667474
2113-12-10,61,1,2,2,Suburban,3145565
2113-12-17,58,2,2,0,Suburban,3136497
2113-12-24,142,1,1,3,Suburban,3771095
2113-12-31,135,1,1,18,Urban,3689030
2114-01-07,118,1,2,17,Urban,3511190
2114-01-14,78,1,1,5,Suburban,3095120
2114-01-21,98,3,1,22,Rural,3373132
2114-01-28,112,4,2,9,Urban,3744246
2114-02-04,72,4,1,6,Rural,3255076
2114-02-11,97,3,2,11,Urban,3540004
2114-02-18,139,1,2,7,Urban,3770724
2114-02-25,162,4,2,12,Rural,3931324
2114-03-04,107,4,2,29,Suburban,3562180
2114-03-11,142,4,1,17,Rural,3834943
2114-03-18,62,2,2,13,Suburban,3116142
2114-03-25,139,3,1,10,Suburban,3779873
2114-04-01,95,2,1,27,Urban,3412087
2114-04-08,129,2,2,9,Urban,3734631
2114-04-15,112,3,2,28,Urban,3659845
2114-04-22,159,4,1,5,Suburban,4039183
2114-04-29,93,2,2,12,Suburban,3360707
2114-05-06,138,4,2,21,Rural,3787122
2114-05-13,111,2,2,9,Urban,3590514
2114-05-20,115,4,1,11,Urban,3754920
2114-05-27,114,1,1,0,Suburban,3498823
2114-06-03,94,1,1,17,Urban,3272371
2114-06-10,119,1,1,12,Suburban,3561528
2114-06-17,118,3,2,24,Rural,3560220
2114-06-24,127,1,2,23,Rural,3508234
2114-07-01,122,2,1,27,Urban,3615940
2114-07-08,143,4,1,28,Rural,3860143
2114-07-15,147,4,1,3,Urban,3935305
2114-07-22,88,4,1,5,Urban,3513328
2114-07-29,146,4,1,17,Suburban,3933095
2114-08-05,84,2,2,27,Suburban,3353089
2114-08-12,137,4,1,4,Urban,3847386
2114-08-19,138,2,1,17,Rural,3640445
2114-08-26,62,2,2,28,Rural,3047762
2114-09-02,122,4,2,4,Urban,3835048
2114-09-09,105,4,2,6,Urban,3689369
2114-09-16,97,4,1,22,Rural,3412642
2114-09-23,160,2,2,8,Rural,4029632
2114-09-30,100,3,1,2,Suburban,3461681
2114-10-07,95,2,1,11,Suburban,3457973
2114-10-14,122,3,2,19,Rural,3724483
2114-10-21,140,4,1,24,Suburban,3848487
2114-10-28,115,2,1,13,Suburban,3527013
2114-11-04,154,4,2,7,Urban,4012606
2114-11-11,135,3,2,11,Suburban,3797395
2114-11-18,54,3,2,6,Suburban,3227043
2114-11-25,104,2,2,23,Urban,3459506
2114-12-02,103,2,2,8,Rural,3380061
2114-12-09,134,2,2,11,Suburban,3772602
2114-12-16,41,2,2,3,Suburban,3056080
2114-12-23,196,1,2,4,Rural,4273898
2114-12-30,135,1,2,8,Suburban,3650884
2115-01-06,124,4,2,6,Rural,3739759
2115-01-13,155,3,1,13,Urban,4029091
2115-01-20,190,3,1,19,Rural,4175543
2115-01-27,146,4,1,21,Rural,3854228
2115-02-03,148,4,2,26,Rural,3939995
2115-02-10,123,4,1,16,Urban,3731030
2115-02-17,115,1,1,0,Rural,3552070
2115-02-24,105,4,1,24,Rural,3469321
2115-03-03,95,3,1,14,Urban,3416528
2115-03-10,99,4,1,23,Suburban,3513320
2115-03-17,79,2,2,14,Suburban,3187335
2115-03-24,117,3,2,28,Rural,3606234
2115-03-31,69,3,2,0,Urban,3257871
2115-04-07,125,3,1,28,Urban,3721121
2115-04-14,118,1,1,14,Rural,3518772
2115-04-21,124,1,2,26,Rural,3560601
2115-04-28,104,3,2,1,Suburban,3616320
2115-05-05,212,2,2,28,Suburban,4365209
2115-05-12,160,3,1,3,Rural,3954849
2115-05-19,82,1,2,16,Urban,3411550
2115-05-26,126,2,2,15,Rural,3674165
2115-06-02,101,3,2,17,Urban,3609595
2115-06-09,89,1,2,20,Suburban,3393153
2115-06-16,79,2,2,15,Rural,3313407
2115-06-23,132,4,1,7,Urban,3963641
2115-06-30,99,4,1,5,Suburban,3579300
2115-07-07,149,3,2,21,Rural,3879151
2115-07-14,149,4,1,19,Rural,3871521
2115-07-21,161,1,2,1,Suburban,3943686
2115-07-28,94,2,2,18,Rural,3360438
2115-08-04,134,3,1,12,Suburban,3823360
2115-08-11,138,2,1,21,Urban,3738384
2115-08-18,105,2,1,21,Rural,3454189
2115-08-25,96,2,1,20,Suburban,3448977
2115-09-01,168,1,2,5,Suburban,4015016
2115-09-08,126,3,1,26,Urban,3685204
2115-09-15,139,4,2,5,Rural,3921447
2115-09-22,95,2,2,12,Suburban,3456733
2115-09-29,83,2,2,0,Suburban,3245864
2115-10-06,102,2,2,21,Suburban,3450832
2115-10-13,116,1,2,20,Rural,3594556
2115-10-20,88,4,1,23,Rural,3489216
2115-10-27,119,2,2,8,Urban,3719805
2115-11-03,69,1,1,29,Urban,3211203
2115-11-10,86,1,2,21,Urban,3315585
2115-11-17,140,2,1,28,Rural,3709992
2115-11-24,138,2,1,11,Suburban,3843268
2115-12-01,108,1,2,11,Rural,3503295
2115-12-08,89,1,2,25,Rural,3305747
2115-12-15,89,2,1,3,Rural,3357659
2115-12-22,108,1,2,18,Urban,3598223
2115-12-29,139,1,2,15,Suburban,3820101
2116-01-05,147,2,1,25,Rural,3820983
2116-01-12,105,2,1,11,Urban,3554313
2116-01-19,85,3,2,0,Rural,3405662
2116-01-26,128,4,2,22,Suburban,3848650
2116-02-02,95,2,2,20,Urban,3429404
2116-02-09,104,2,2,3,Rural,3476271
2116-02-16,159,2,1,8,Urban,3918945
2116-02-23,144,4,1,6,Suburban,4007761
2116-03-01,124,3,2,9,Suburban,3724466
2116-03-08,81,1,1,12,Urban,3331200
2116-03-15,126,4,1,7,Rural,3755222
2116-03-22,151,2,1,19,Suburban,4022876
2116-03-29,108,2,1,9,Suburban,3576595
2116-04-05,160,3,1,27,Rural,3851892
2116-04-12,158,3,1,9,Urban,4094271
2116-04-19,169,3,1,7,Urban,4108642
2116-04-26,129,1,2,19,Rural,3634453
2116-05-03,137,4,2,14,Suburban,3875374
2116-05-10,162,4,1,0,Suburban,4117280
2116-05-17,133,3,1,26,Rural,3743125
2116-05-24,104,1,1,14,Rural,3394226
2116-05-31,106,4,1,23,Urban,3619592
2116-06-07,127,2,1,16,Urban,3732564
2116-06-14,81,2,2,12,Rural,3210863
2116-06-21,115,2,1,11,Suburban,3540425
2116-06-28,152,4,2,2,Urban,4170499
2116-07-05,54,3,2,22,Rural,3159891
2116-07-12,166,2,1,18,Suburban,3981754
2116-07-19,153,3,1,28,Urban,3879695
2116-07-26,106,1,1,23,Rural,3426184
2116-08-02,136,2,2,4,Rural,3836759
2116-08-09,120,1,2,2,Suburban,3785960
2116-08-16,156,3,2,20,Suburban,4101102
2116-08-23,149,4,1,4,Rural,3918653
2116-08-30,77,3,1,23,Suburban,3314710
2116-09-06,137,2,1,27,Rural,3648425
2116-09-13,113,2,1,8,Suburban,3566417
2116-09-20,122,3,1,5,Suburban,3726357
2116-09-27,98,2,1,15,Urban,3487143
2116-10-04,172,2,2,9,Urban,4242728
2116-10-11,151,1,2,15,Suburban,3814732
2116-10-18,97,4,1,2,Rural,3552745
2116-10-25,79,3,1,17,Suburban,3268327
2116-11-01,108,1,2,10,Urban,3594544
2116-11-08,133,2,2,18,Rural,3675414
2116-11-15,127,1,2,24,Suburban,3728131
2116-11-22,157,4,1,22,Suburban,4022948
2116-11-29,143,3,2,14,Suburban,3851900
2116-12-06,149,4,2,10,Suburban,3923364
2116-12-13,129,4,2,26,Urban,3818068
2116-12-20,78,1,2,24,Urban,3325469
2116-12-27,114,1,2,28,Urban,3615075
2117-01-03,151,4,1,21,Urban,3999578
2117-01-10,118,2,1,23,Rural,3633289
2117-01-17,135,3,2,9,Rural,3774712
2117-01-24,110,2,1,26,Rural,3371647
2117-01-31,89,2,1,8,Suburban,3440627
2117-02-07,116,3,2,2,Rural,3759504
2117-02-14,129,1,1,22,Urban,3764466
2117-02-21,100,2,1,8,Urban,3481009
2117-02-28,112,1,2,17,Suburban,3547265
2117-03-07,91,3,2,11,Rural,3515191
2117-03-14,153,2,1,22,Suburban,3882144
2117-03-21,111,1,1,20,Suburban,3537269
2117-03-28,163,1,1,23,Rural,3866678
2117-04-04,165,2,2,15,Suburban,4000530
2117-04-11,117,3,1,3,Rural,3630681
2117-04-18,89,4,1,0,Rural,3555786
2117-04-25,57,1,2,26,Suburban,3121189
2117-05-02,75,3,1,12,Urban,3456594
2117-05-09,78,2,2,25,Rural,3327521
2117-05-16,161,1,1,7,Urban,4072323
2117-05-23,123,1,2,5,Urban,3763403
2117-05-30,131,1,1,28,Rural,3678967
2117-06-06,53,3,1,7,Urban,3223475
2117-06-13,84,1,2,18,Suburban,3506460
2117-06-20,146,1,2,23,Suburban,3848134
2117-06-27,128,2,2,23,Urban,3680328
2117-07-04,115,1,2,11,Suburban,3632901
2117-07-11,136,3,2,0,Rural,3820885
2117-07-18,169,2,2,3,Rural,4129351
2117-07-25,113,4,2,22,Urban,3799290
2117-08-01,122,2,1,12,Suburban,3685924
2117-08-08,125,1,1,29,Urban,3621605
2117-08-15,191,4,1,26,Suburban,4327821
2117-08-22,57,2,1,16,Rural,3096938
2117-08-29,140,1,1,18,Suburban,3818890
2117-09-05,116,2,1,18,Suburban,3665800
2117-09-12,137,3,1,21,Urban,4027298
2117-09-19,100,1,2,4,Rural,3456744
2117-09-26,118,3,1,27,Suburban,3672328
2117-10-03,141,1,2,10,Rural,3788261
2117-10-10,213,3,1,6,Suburban,4484950
2117-10-17,144,4,2,2,Rural,4038353
2117-10-24,94,3,1,10,Suburban,3517682
2117-10-31,107,2,1,16,Rural,3632619
2117-11-07,106,1,1,10,Suburban,3557613
2117-11-14,66,2,1,14,Rural,3186713
2117-11-21,110,3,2,18,Suburban,3638437
2117-11-28,141,1,1,7,Suburban,3868043
2117-12-05,81,3,2,15,Rural,3411926
2117-12-12,151,4,1,20,Urban,4051453
2117-12-19,134,4,1,14,Suburban,3867575
2117-12-26,97,4,1,2,Suburban,3622927
2118-01-02,115,3,1,29,Urban,3664552
2118-01-09,167,3,2,23,Suburban,4193085
2118-01-16,142,4,2,5,Rural,4007353
2118-01-23,120,3,2,2,Urban,3813261
2118-01-30,112,2,1,29,Suburban,3585026
2118-02-06,122,3,1,4,Rural,3739608
2118-02-13,104,2,1,0,Rural,3549222
2118-02-20,56,4,1,21,Urban,3246153
2118-02-27,181,3,2,13,Urban,4195461
2118-03-06,124,4,2,11,Urban,3849114
2118-03-13,131,1,2,12,Rural,3717074
2118-03-20,118,3,1,13,Suburban,3691108
2118-03-27,97,3,2,24,Rural,3569466
2118-04-03,114,4,1,11,Rural,3699542
2118-04-10,72,4,2,22,Urban,3547178
2118-04-17,188,4,2,26,Suburban,4315925
2118-04-24,82,1,2,12,Rural,3341535
2118-05-01,89,1,2,23,Urban,3424556
2118-05-08,106,4,1,5,Urban,3753488
2118-05-15,158,3,1,26,Suburban,4079287
2118-05-22,120,3,2,20,Suburban,3794914
2118-05-29,82,4,2,14,Urban,3451460
2118-06-05,157,2,1,27,Suburban,3992493
2118-06-12,141,1,2,21,Suburban,3781456
2118-06-19,136,1,2,22,Rural,3735011
2118-06-26,141,2,2,15,Suburban,3929466
2118-07-03,191,4,1,8,Urban,4353511
2118-07-10,185,3,1,7,Suburban,4341797
2118-07-17,99,3,2,4,Rural,3574830
2118-07-24,168,1,2,14,Suburban,4173546
2118-07-31,131,2,1,6,Rural,3768933
2118-08-07,134,3,1,23,Suburban,3931267
2118-08-14,69,1,1,16,Suburban,3300383
2118-08-21,114,3,1,15,Urban,3702444
2118-08-28,95,3,1,23,Urban,3500415
2118-09-04,144,3,1,10,Suburban,3959681
2118-09-11,152,1,1,6,Suburban,3897367
2118-09-18,57,2,1,10,Rural,3247985
2118-09-25,119,4,2,27,Rural,3749157
2118-10-02,153,2,2,27,Urban,3988979
2118-10-09,114,3,1,1,Suburban,3664705
2118-10-16,141,2,2,1,Suburban,3951960
2118-10-23,130,3,1,27,Rural,3712788
2118-10-30,130,1,2,5,Suburban,3808121
2118-11-06,111,1,1,2,Suburban,3639504
2118-11-13,83,1,1,0,Suburban,3353516
2118-11-20,86,3,2,23,Rural,3507328
2118-11-27,141,2,2,22,Rural,3838256
2118-12-04,120,4,2,19,Rural,3716937
2118-12-11,115,4,2,15,Suburban,3876264
2118-12-18,107,1,2,13,Rural,3503326
2118-12-25,110,4,1,16,Urban,3783353
2119-01-01,151,3,1,17,Urban,4055789
2119-01-08,109,2,1,24,Rural,3584459
2119-01-15,79,4,2,3,Rural,3516093
2119-01-22,142,4,1,2,Suburban,3965490
2119-01-29,113,2,1,7,Rural,3717067
2119-02-05,120,4,2,3,Rural,3874812
2119-02-12,168,2,1,22,Urban,4137252
2119-02-19,119,3,2,14,Urban,3751351
2119-02-26,128,3,2,12,Urban,3845581
2119-03-05,84,3,1,13,Urban,3543872
2119-03-12,113,1,1,29,Rural,3441315
2119-03-19,138,3,2,13,Urban,3990935
2119-03-26,73,4,2,4,Suburban,3425941
2119-04-02,126,1,1,4,Suburban,3693598
2119-04-09,123,1,1,26,Rural,3558946
2119-04-16,121,1,1,21,Suburban,3676305
2119-04-23,151,3,1,27,Urban,4078318
2119-04-30,130,1,1,12,Urban,3802400
2119-05-07,164,3,2,3,Suburban,4198391
2119-05-14,90,3,2,17,Rural,3524397
2119-05-21,124,1,1,5,Urban,3786634
2119-05-28,122,1,1,28,Urban,3714354
2119-06-04,87,4,1,4,Suburban,3443745
2119-06-11,148,1,1,2,Rural,3927315
2119-06-18,189,3,1,19,Rural,4316557
2119-06-25,119,4,2,2,Suburban,3852884
2119-07-02,135,4,2,2,Urban,3930789
2119-07-09,122,3,1,19,Suburban,3794123
2119-07-16,98,1,1,1,Suburban,3542833
2119-07-23,65,1,1,19,Suburban,3204975
2119-07-30,98,2,2,25,Urban,3598834
2119-08-06,78,1,2,26,Urban,3431592
2119-08-13,171,2,2,17,Suburban,4280376
2119-08-20,116,4,1,29,Rural,3734345
2119-08-27,109,4,1,9,Suburban,3768195
2119-09-03,146,4,2,23,Urban,4038810
